class_name,recording,n_unique_sources,exact_accuracy,ship_only_top1_accuracy,predicted_tanker_fraction,predicted_cargo_fraction,rejected_fraction
Tanker,tanker/20170720-127/064114.wav,3,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20170723-238/052014.wav,15,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20170818-132/060518.wav,12,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20170822-133/172736.wav,83,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20170824-134/194518.wav,4,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20170826-135/005931.wav,13,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.0
Tanker,tanker/20170828-136/215454.wav,82,0.975609756097561,0.975609756097561,0.975609756097561,0.0,0.012195121951219513
Tanker,tanker/20170920-139/232910.wav,30,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171008-141/053342.wav,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.0
Tanker,tanker/20171013-142/115050.wav,79,0.6582278481012658,0.6962025316455697,0.6582278481012658,0.3037974683544304,0.02531645569620253
Tanker,tanker/20171014-143/115751.wav,8,0.5,0.5,0.5,0.5,0.0
Tanker,tanker/20171015-144/090640.wav,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.0
Tanker,tanker/20171023-145/214849.wav,9,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171024-146/085126.wav,3,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171121-151/180451.wav,3,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171126a-153/090000.wav,4,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171127-154/162141.wav,2,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171207-157/150539.wav,74,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.013513513513513514,0.0
Tanker,tanker/20171208-158/193936.wav,81,0.7283950617283951,0.7283950617283951,0.7283950617283951,0.2345679012345679,0.037037037037037035
Tanker,tanker/20171216-159/160715.wav,63,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.015873015873015872,0.0
Tanker,tanker/20171220-240/222041.wav,1,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171222a-161/152008.wav,5,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171223-162/150450.wav,99,0.98989898989899,0.98989898989899,0.98989898989899,0.010101010101010102,0.0
Tanker,tanker/20171230-163/032310.wav,1,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20171230a-164/195035.wav,55,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180117-166/054518.wav,6,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180120-169/125003.wav,110,0.6727272727272727,0.7,0.6727272727272727,0.14545454545454545,0.02727272727272727
Tanker,tanker/20180120a-170/211000.wav,2,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180121-171/222956.wav,70,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.08571428571428572,0.0
Tanker,tanker/20180129-172/025531.wav,74,0.5675675675675675,0.6081081081081081,0.5675675675675675,0.33783783783783783,0.05405405405405406
Tanker,tanker/20180130-173/054907.wav,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.0
Tanker,tanker/20180206-175/104114.wav,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.0
Tanker,tanker/20180206a-176/131726.wav,26,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180208-177/234708.wav,4,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180221-179/020619.wav,76,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.05263157894736842,0.0
Tanker,tanker/20180226-180/033811.wav,47,0.7872340425531915,0.8297872340425532,0.7872340425531915,0.1276595744680851,0.0425531914893617
Tanker,tanker/20180311-182/212409.wav,61,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.16393442622950818,0.0
Tanker,tanker/20180314-183/155725.wav,48,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180316a-186/174010.wav,31,0.967741935483871,0.967741935483871,0.967741935483871,0.03225806451612903,0.0
Tanker,tanker/20180402-187/060415.wav,70,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.014285714285714285,0.0
Tanker,tanker/20180405-188/025825.wav,14,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180411-189/081047.wav,2,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180411a-190/193519.wav,50,0.96,0.96,0.96,0.02,0.0
Tanker,tanker/20180413-191/212814.wav,2,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180418-193/004704.wav,88,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.03409090909090909,0.011363636363636364
Tanker,tanker/20180421-194/025328.wav,139,0.8920863309352518,0.8992805755395683,0.8920863309352518,0.05755395683453238,0.03597122302158273
Tanker,tanker/20180422-195/171202.wav,4,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180422a-196/171529.wav,6,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180422b-197/171240.wav,1,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180423-198/063301.wav,6,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180430-200/033225.wav,50,0.98,0.98,0.98,0.02,0.0
Tanker,tanker/20180507-202/212341.wav,108,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.018518518518518517,0.0
Tanker,tanker/20180508-203/232237.wav,5,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180509-204/124919.wav,9,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180510-205/062026.wav,63,0.8412698412698413,0.8571428571428571,0.8412698412698413,0.06349206349206349,0.015873015873015872
Tanker,tanker/20180515-206/031557.wav,47,0.851063829787234,0.8723404255319149,0.851063829787234,0.1276595744680851,0.02127659574468085
Tanker,tanker/20180515a-207/224627.wav,13,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180519-208/103407.wav,36,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.027777777777777776
Tanker,tanker/20180520-209/130618.wav,4,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180523-210/171217.wav,9,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180529-211/093622.wav,31,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180602-212/172529.wav,74,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.013513513513513514,0.0
Tanker,tanker/20180607-214/124208.wav,2,1.0,1.0,1.0,0.0,0.0
